field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist,path_cost
19919,9126100814,10/8/2014,515000,3,2,1560,1020,3,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,1728,1.5,0,0.937168483,0.106674657
19920,1982201595,1/21/2015,541000,3,1.75,1630,1166,2,0,0,3,8,1020,610,2013,0,98107,47.6646,-122.367,1420,1670,1.714285714,1,0.382559657,0.107479796
19921,8151600973,4/6/2015,375000,4,2.5,2510,7245,2,0,0,3,9,2510,0,2007,0,98146,47.5096,-122.363,1830,8900,1.6,0,1.144568665,0.380488541
19922,2722059322,10/20/2014,320000,4,2.5,2223,5780,2,0,0,3,8,2223,0,2010,0,98042,47.3586,-122.157,1690,7766,1.6,0,10.14178287,0.503535928
19923,8562780090,2/27/2015,325000,2,2.25,1230,1058,2,0,0,3,7,1160,70,2008,0,98027,47.5325,-122.073,1240,817,0.888888889,1,1.56947016,0.415300639
19924,3346300356,3/18/2015,740000,5,2.75,3050,7520,2,0,0,3,8,3050,0,2014,0,98056,47.5245,-122.184,2180,10800,1.818181818,0,1.095313061,0.393844328
19925,7237450600,10/30/2014,450000,5,2.75,2710,6220,2,0,0,3,8,2710,0,2014,0,98038,47.3555,-122.061,2530,4759,1.818181818,0,13.81019491,0.437399093
19926,8944550100,7/23/2014,455000,4,2.5,2090,4400,2,0,0,3,8,2090,0,2011,0,98118,47.5403,-122.286,2090,3430,1.6,0,1.105309077,0.257744218
19927,3438502437,2/3/2015,292500,3,2.5,1440,1068,2,0,0,3,8,1160,280,2006,0,98106,47.5393,-122.361,1580,1483,1.2,1,1.644476996,0.312904615
19929,8011100047,3/6/2015,530000,4,2.75,2740,7872,2,0,0,3,10,2740,0,2015,0,98056,47.4954,-122.172,1220,6300,1.454545455,0,1.557281019,0.418648795
19930,1042700300,8/4/2014,829995,5,3.25,3360,6120,2,0,0,3,9,3360,0,2014,0,98074,47.607,-122.053,3230,5398,1.538461538,0,0.863055388,0.13224325
19931,1776460110,12/23/2014,395000,4,2.75,2280,5013,2,0,0,3,8,2280,0,2009,0,98019,47.7333,-121.976,2130,5121,1.454545455,0,8.13986942,0.13224325
19932,293070090,7/11/2014,859990,4,2.75,3520,5500,2,0,0,3,9,3520,0,2014,0,98074,47.6181,-122.056,3340,5500,1.454545455,0,0.580365583,0.13224325
19933,7548301044,7/10/2014,342500,2,1.5,1320,826,2,0,0,3,8,1100,220,2008,0,98144,47.5879,-122.304,1340,1213,1.333333333,1,0.794663858,0.145745368
19934,7203160090,12/5/2014,743000,4,2.75,3410,5838,2,0,0,3,9,3410,0,2012,0,98053,47.6931,-122.022,3420,7048,1.454545455,0,4.642246172,0.13224325
19935,8096800110,12/15/2014,345000,3,2.25,2730,9388,1,0,0,3,7,1390,1340,1975,0,98030,47.3785,-122.185,2255,5701,1.333333333,1,8.531639885,0.503535928
19936,3278600900,12/31/2014,443000,3,2.5,1780,2778,2,0,0,3,8,1530,250,2007,0,98126,47.5487,-122.372,1380,1998,1.2,1,1.265558975,0.304733235
19937,4051150100,9/29/2014,260000,3,2.5,1427,4337,2,0,0,3,7,1427,0,2009,0,98042,47.3857,-122.162,1443,4347,1.2,0,8.274209964,0.503535928
19938,925059311,7/22/2014,810000,4,2.5,2910,6555,2,0,0,3,9,2910,0,2005,0,98033,47.6659,-122.172,2910,10419,1.6,0,1.633063628,0.13224325
19939,4305600100,12/22/2014,570000,4,2.75,3250,5600,2,0,0,3,8,3250,0,2011,0,98059,47.4806,-122.125,2730,5667,1.454545455,0,3.984009493,0.437399093
19940,2311400195,3/3/2015,1560000,5,3.5,3630,8100,2,0,0,3,10,3630,0,2008,0,98004,47.5951,-122.2,1730,8246,1.428571429,0,0.473248695,0.240961112
19941,1732800194,11/13/2014,840000,2,2.5,1680,975,3,0,0,3,9,1680,0,2009,0,98119,47.6321,-122.361,1680,977,0.8,0,0.669052876,0.125571646
19942,5015001452,4/14/2015,950000,3,2.5,2280,2296,3,0,0,3,9,1890,390,2013,0,98112,47.6256,-122.299,1390,4000,1.2,1,1.100474117,0.061620364
19943,7853430690,1/27/2015,572800,3,2.5,3310,4682,2,0,0,3,9,2380,930,2015,0,98065,47.5201,-121.885,2660,5166,1.2,1,8.531934786,0.418648795
19944,3821700038,10/1/2014,305000,3,3,1290,1112,3,0,0,3,7,1290,0,2008,0,98125,47.7282,-122.296,1230,9000,1,0,0.655367277,0.182959621
19945,5078400215,7/30/2014,1700000,5,4.75,3940,7067,2,0,0,3,10,3230,710,2008,0,98004,47.6232,-122.205,1910,7735,1.052631579,1,0.899186933,0.134696631
19946,1773100315,8/27/2014,445000,4,2.5,2170,6000,2,0,0,3,7,1630,540,2008,0,98106,47.5589,-122.365,1720,5668,1.6,1,1.695684406,0.271742235
19947,2224069165,9/2/2014,801000,4,3.5,3290,8059,2,0,0,3,9,3290,0,2012,0,98029,47.5573,-122.02,3290,10758,1.142857143,0,1.719680304,0.393844328
19948,9510861140,7/14/2014,711000,3,2.5,2550,5376,2,0,0,3,9,2550,0,2004,0,98052,47.6647,-122.083,2250,4050,1.2,0,0.814953072,0.13224325
19949,3277801431,8/27/2014,268500,3,2.25,1140,977,2,0,0,3,7,850,290,2008,0,98126,47.5439,-122.375,1140,976,1.333333333,1,1.041623472,0.319606727
19950,1760650750,10/6/2014,320000,4,2.5,2300,3825,2,0,0,3,7,2300,0,2012,0,98042,47.3594,-122.082,2110,3825,1.6,0,11.51951719,0.437399093
19951,1607100038,9/21/2014,500000,4,3.25,2670,5001,1,0,0,3,9,1640,1030,2013,0,98108,47.5666,-122.293,1610,5001,1.230769231,1,0.680380464,0.195000047
19952,1862400176,5/5/2014,631625,4,2.5,2440,6651,2,0,0,3,9,2440,0,2014,0,98117,47.6971,-122.371,1350,7653,1.6,0,0.874625885,0.173055291
19953,5457801833,1/27/2015,850000,2,2.5,1611,2210,2,0,2,3,10,1611,0,2005,0,98109,47.6291,-122.347,2070,2182,0.8,0,0.314786013,0.114803165
19954,8562770110,10/27/2014,600000,3,3.5,2710,3290,2,0,0,3,8,1650,1060,2006,0,98027,47.5367,-122.072,2440,3290,0.857142857,1,1.284088764,0.415300639
19956,9578500690,3/27/2015,430236,4,3.25,3444,5166,2,0,0,3,8,2714,730,2014,0,98023,47.2966,-122.348,2848,5182,1.230769231,1,2.27630373,0.511431829
19957,711000110,9/15/2014,1270000,3,2.5,3060,9576,2,0,0,3,10,3060,0,2005,0,98004,47.5928,-122.199,3060,9579,1.2,0,0.421349292,0.240961112
19958,2597490750,4/28/2015,689500,4,2.5,2050,2772,2,0,0,3,8,2050,0,2013,0,98029,47.5431,-122.011,1800,2886,1.6,0,2.522611269,0.415680476
19959,6056100165,12/1/2014,175003,3,1.5,1390,1882,2,0,0,3,7,1390,0,2014,0,98108,47.5667,-122.297,1490,2175,2,0,0.944780487,0.193300233
19960,2767603824,9/15/2014,459000,2,2.5,1240,1249,3,0,0,3,8,1240,0,2006,0,98107,47.6718,-122.386,1240,2500,0.8,0,0.336999482,0.145262516
19962,2325300037,9/2/2014,358000,3,3.25,1410,1442,3,0,0,3,8,1360,50,2006,0,98125,47.7183,-122.317,1500,1200,0.923076923,1,1.694544866,0.160752564
19963,1085623710,7/14/2014,447055,4,2.5,2448,4949,2,0,0,3,9,2448,0,2014,0,98030,47.3428,-122.179,2815,5446,1.6,0,6.815019212,0.503535928
19965,1489300215,10/13/2014,1210000,4,3.25,3330,9000,2,0,0,3,9,2870,460,2004,0,98033,47.6836,-122.208,2550,6349,1.230769231,1,0.384178175,0.128667689
19966,9828702902,10/21/2014,495000,2,2.25,1160,1010,2,0,0,3,8,1000,160,2006,0,98112,47.6207,-122.301,1200,1170,0.888888889,1,0.875984537,0.071857067
19967,6371000100,11/20/2014,479000,2,2.25,1330,1380,2,0,0,3,8,1060,270,2005,0,98116,47.577,-122.41,1580,4802,0.888888889,1,0.167250666,0.327643575
19968,2025069140,3/17/2015,1900000,3,2.5,2830,4334,3,1,4,3,10,2830,0,2006,0,98074,47.6318,-122.071,2830,38211,1.2,0,0.015604704,0.13224325
19969,2781280300,10/16/2014,249900,3,2.5,1610,3517,2,0,0,3,8,1610,0,2005,0,98055,47.4496,-122.189,1830,2889,1.2,0,3.681902966,0.437399093
19970,9551201240,10/30/2014,1470000,4,2.5,2800,4000,2,0,0,3,9,2800,0,2011,0,98103,47.6695,-122.339,1770,4200,1.6,0,0.193857912,0.077324972
19972,5363200100,10/20/2014,897000,4,2.5,2820,6120,2,0,0,3,9,2820,0,2014,0,98115,47.6911,-122.293,1510,6120,1.6,0,1.026393783,0.106000232
19973,1725059330,3/27/2015,1100000,4,2.5,2570,9470,2,0,0,3,9,2570,0,2006,0,98033,47.6548,-122.19,2570,10663,1.6,0,0.733975666,0.13224325
19974,7234601140,11/13/2014,685000,3,2.25,1710,1193,2,0,0,3,9,1140,570,2014,0,98122,47.6173,-122.31,1510,1193,1.333333333,1,1.278594604,0.089299014
19975,3057000300,9/30/2014,295000,3,1.5,1220,3286,2,0,0,3,7,1220,0,1982,0,98033,47.7168,-122.189,1220,2640,2,0,1.437469177,0.128667689
19976,1972200553,8/4/2014,619000,3,2.25,1650,946,3,0,0,3,8,1650,0,2014,0,98103,47.6536,-122.354,1570,1283,1.333333333,0,0.208514792,0.077955278
19977,6371000148,11/25/2014,439108,2,1.5,1130,1340,2,0,0,3,8,910,220,2008,0,98116,47.5761,-122.41,1310,1340,1.333333333,1,0.226009578,0.327422694
19978,301400850,2/20/2015,260000,3,2.25,1489,2800,2,0,0,3,7,1489,0,2011,0,98002,47.3452,-122.215,1584,3200,1.333333333,0,5.116566747,0.503535928
19979,1123049232,6/6/2014,279000,5,2.5,2690,5557,2,0,0,3,7,2690,0,2012,0,98178,47.4914,-122.253,2090,10500,2,0,1.478970511,0.381967634
19980,3654200037,3/30/2015,380000,3,2.25,1530,1305,2,0,0,3,7,1116,414,2007,0,98177,47.7034,-122.357,1320,1427,1.333333333,1,1.247171376,0.165308093
19981,7299601790,11/7/2014,287000,3,2.5,1600,6315,2,0,0,3,8,1600,0,2013,0,98092,47.2611,-122.198,1608,4300,1.2,0,8.480793753,0.503535928
19982,2771101921,12/11/2014,377000,2,1.5,1000,1251,2,0,0,3,7,930,70,2006,0,98199,47.6529,-122.384,1420,1187,1.333333333,1,0.220127329,0.144546065
19983,3566800485,2/23/2015,649950,4,3.5,2440,3012,3,0,1,3,8,2440,0,2005,0,98117,47.6923,-122.392,1860,4650,1.142857143,0,0.593821701,0.192815976
19984,2767601311,10/24/2014,445000,3,2.5,1260,1102,3,0,0,3,8,1260,0,2007,0,98107,47.675,-122.387,1320,2500,1.2,0,0.54536848,0.154876544
19985,9137101696,5/4/2015,605000,3,2.5,1660,1692,3,0,0,3,7,1610,50,2005,0,98115,47.6801,-122.322,1210,1230,1.2,1,0.349298043,0.077418525
19986,9528104345,9/23/2014,475000,3,2.25,1190,1137,2,0,0,3,7,960,230,1999,0,98115,47.677,-122.325,1190,1080,1.333333333,1,0.271449745,0.073434032
19987,3753000100,8/28/2014,399000,3,3,1520,1884,3,0,0,3,8,1520,0,2009,0,98125,47.7176,-122.284,1360,1939,1,0,0.24760629,0.17624873
19988,6798100690,4/20/2015,718000,5,2.75,3250,8100,2,0,0,3,8,3250,0,2014,0,98125,47.7133,-122.311,1270,8100,1.818181818,0,1.513285221,0.145465113
19989,148000475,5/28/2014,1400000,4,3.25,4700,9160,1,0,0,3,11,2520,2180,2005,0,98116,47.5744,-122.406,2240,8700,1.230769231,1,0.348254887,0.322654462
19990,3277801417,5/16/2014,341000,3,2.5,1480,1663,2,0,0,3,9,1180,300,2012,0,98126,47.5443,-122.375,1380,1537,1.2,1,1.045886201,0.318717776
19991,8682320090,5/19/2014,818000,2,2.5,2380,9374,1,0,2,3,8,2380,0,2011,0,98053,47.7095,-122.019,1610,5000,0.8,0,5.104520078,0.13224325
19992,9828701507,12/2/2014,759000,3,2.25,1640,1873,3,0,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1640,3920,1.333333333,0,0.714432154,0.077360301
19993,3362400432,6/11/2014,547500,3,3.5,1650,2262,3,0,0,3,8,1650,0,2010,0,98103,47.6823,-122.347,1620,3166,0.857142857,0,0.176996287,0.115031072
19994,856000195,5/21/2014,2700000,5,4.75,5305,8401,2,0,2,3,11,3745,1560,2005,0,98033,47.6864,-122.215,2960,7200,1.052631579,1,0.093357577,0.128667689
19995,9396700028,7/22/2014,358000,2,2.5,1278,987,2,0,0,3,7,1002,276,2007,0,98136,47.5532,-122.381,1220,1287,0.8,1,0.829796033,0.3018723
19996,8850000018,10/1/2014,412000,3,2.5,1200,813,3,0,0,3,9,1200,0,2010,0,98144,47.5894,-122.315,1750,4365,1.2,0,1.231676773,0.153101139
19997,9524100207,1/30/2015,245000,2,1.5,690,1058,2,0,0,3,7,690,0,2005,0,98103,47.6951,-122.343,690,1058,1.333333333,0,0.741109519,0.128641478
19998,1085623350,10/7/2014,460940,4,2.5,3202,4964,2,0,0,3,9,3202,0,2014,0,98030,47.3412,-122.179,2425,4886,1.6,0,6.826128432,0.503535928
19999,7663700973,5/22/2014,321000,3,2.25,1347,1292,3,0,0,3,7,1347,0,2010,0,98125,47.7306,-122.291,1480,1865,1.333333333,0,0.371001543,0.191184707
20000,7853420100,6/23/2014,633634,4,3.5,2960,6000,2,0,0,3,9,2960,0,2014,0,98065,47.5183,-121.886,2960,6000,1.142857143,0,8.534070696,0.418648795
20001,1025039168,9/23/2014,290000,1,0.75,740,1284,1,0,0,4,6,740,0,1928,0,98107,47.6741,-122.406,1430,3988,1.333333333,0,0.091537325,0.176534657
20002,476000110,4/1/2015,445000,2,2.25,1200,1137,3,0,0,3,7,1200,0,2007,0,98107,47.6715,-122.392,1280,1295,0.888888889,0,0.274391442,0.153250115
20003,2254100090,4/7/2015,887250,5,3.5,4320,7502,2,0,0,3,9,3500,820,2012,0,98056,47.5235,-122.168,3250,7538,1.428571429,1,1.669962467,0.393844328
20004,8682320600,9/11/2014,739000,3,2.5,2310,7348,1,0,3,3,8,2310,0,2010,0,98053,47.7116,-122.019,2310,7153,1.2,0,5.212618607,0.13224325
20005,9834201366,12/16/2014,429900,3,2,1490,1286,3,0,0,3,8,1490,0,2014,0,98144,47.57,-122.288,1420,1230,1.5,0,0.383584717,0.193255597
20006,7625702451,1/6/2015,459000,3,2,1480,800,2,0,0,3,8,1000,480,2014,0,98136,47.5492,-122.387,1480,886,1.5,1,0.527614471,0.318384726
20007,301402120,6/25/2014,240000,3,2.25,1481,2820,2,0,0,3,7,1481,0,2012,0,98002,47.3457,-122.217,1481,3028,1.333333333,0,5.019993158,0.503535928
20008,6382500076,9/10/2014,566950,3,3,1730,1902,3,0,0,3,8,1730,0,2014,0,98117,47.6944,-122.377,1830,1804,1,0,0.821119213,0.175294087
20009,3758900259,5/7/2014,1040000,4,3.5,3900,8391,2,0,0,3,10,3900,0,2006,0,98033,47.6979,-122.205,3820,12268,1.142857143,0,0.185112089,0.128667689
20010,3126049446,3/10/2015,343000,3,3.5,1130,1449,3,0,0,3,7,1130,0,2005,0,98103,47.6968,-122.348,1130,1200,0.857142857,0,0.939164242,0.137351997
20011,3744000100,11/11/2014,572115,4,3.25,3230,4838,2,0,0,3,9,3230,0,2014,0,98038,47.3559,-122.023,2980,5094,1.230769231,0,13.97767633,0.437399093
20012,9510860750,1/8/2015,918000,5,3.5,3920,5150,2,0,0,3,9,2820,1100,2004,0,98052,47.6638,-122.084,3170,5530,1.428571429,1,0.731400676,0.13224325
20013,7228500037,5/5/2015,555000,2,1.5,1190,1361,2,0,0,3,8,1190,0,2007,0,98122,47.6161,-122.302,1280,3360,1.333333333,0,0.989754976,0.080740133
20014,3814900750,7/16/2014,399440,4,2.5,2311,4396,2,0,0,3,9,2311,0,2014,0,98092,47.3276,-122.163,2458,4616,1.6,0,7.703492862,0.503535928
20015,1294300038,7/11/2014,450000,3,2.5,1810,914,3,0,0,3,8,1380,430,2008,0,98116,47.5732,-122.387,1810,914,1.2,1,1.060121838,0.282123105
20016,7853350090,6/4/2014,648000,4,2.5,3290,6203,2,0,0,3,9,3290,0,2008,0,98065,47.5441,-121.86,2990,6835,1.6,0,9.238861712,0.418648795
20017,9211010900,6/18/2014,580000,4,2.5,3250,5000,2,0,0,3,8,3250,0,2008,0,98059,47.4988,-122.148,3230,5507,1.6,0,2.566787782,0.418648795
20018,1085623250,3/31/2015,415000,4,2.5,2544,4071,2,0,0,3,9,2544,0,2013,0,98030,47.341,-122.179,2358,4179,1.6,0,6.827641631,0.503535928
20019,2025049192,10/21/2014,527500,3,2.5,1380,1389,3,0,0,3,8,1380,0,2008,0,98102,47.6427,-122.327,1380,1249,1.2,0,0.065477901,0.050082073
20020,7625703354,7/30/2014,384000,3,2.25,1430,800,2,0,0,3,8,1140,290,2011,0,98136,47.5477,-122.388,1430,1387,1.333333333,1,0.492729073,0.323340178
20022,3880900236,8/22/2014,455000,2,1.5,910,966,2,0,0,3,8,820,90,2006,0,98119,47.627,-122.361,2740,6400,1.333333333,1,0.461104005,0.132026021
20023,1646502355,4/3/2015,1280000,4,3.25,3080,4120,2,0,0,3,9,2380,700,2014,0,98117,47.6845,-122.359,1410,4120,1.230769231,1,0.733324722,0.134763429
20024,2619950110,6/24/2014,415000,3,2.5,2280,6031,2,0,0,3,8,2280,0,2011,0,98019,47.7322,-121.966,2430,7200,1.2,0,8.357211806,0.13224325
20025,1964700054,12/22/2014,975000,3,2.5,1660,1344,3,0,0,3,8,1660,0,2008,0,98102,47.644,-122.327,1750,2040,1.2,0,0.027910114,0.047181371
20026,1926059039,10/6/2014,799950,4,2.5,3320,7429,2,0,0,3,9,3320,0,2014,0,98034,47.7189,-122.225,1840,7429,1.6,0,1.055016411,0.128667689
20027,3438500037,4/5/2015,545000,5,4,1680,7268,1,0,0,3,8,1370,310,2008,0,98106,47.5571,-122.356,2040,8259,1.25,1,1.880762453,0.282117783
20028,9578501110,10/3/2014,429900,4,3.5,2584,5005,2,0,0,3,8,2584,0,2014,0,98023,47.296,-122.35,2767,5201,1.142857143,0,2.208396464,0.511431829
20029,8856004786,7/29/2014,275000,3,2.5,2217,8019,2,0,0,3,7,2217,0,2009,0,98001,47.2776,-122.251,1470,8037,1.2,0,5.982619443,0.501579779
20030,7708200600,7/18/2014,498000,3,2.5,2480,4136,2,0,0,3,8,2480,0,2009,0,98059,47.493,-122.147,2510,4314,1.2,0,2.708598118,0.418648795
20031,9492500090,5/27/2014,754950,3,2.5,2610,7256,2,0,0,3,9,2610,0,2014,0,98033,47.695,-122.18,2610,7206,1.2,0,1.364091797,0.128667689
20032,8691440100,6/6/2014,895000,4,3,3240,5562,2,0,0,3,10,3240,0,2013,0,98075,47.5919,-121.975,3380,5562,1.333333333,0,4.173908574,0.240961112
20033,7222000090,5/6/2014,580000,4,3.25,3569,8327,2,0,0,3,10,3569,0,2013,0,98055,47.4595,-122.208,2550,5251,1.230769231,0,2.835708138,0.44316468
20034,3321049112,2/22/2015,379900,4,2.5,3181,5831,2,0,0,3,8,3181,0,2014,0,98003,47.2716,-122.297,2056,24393,1.6,0,2.968614256,0.501579779
20035,2911000100,3/10/2015,245000,4,2.5,1921,4888,2,0,0,3,7,1921,0,2009,0,98001,47.2689,-122.24,1921,9140,1.6,0,6.772554469,0.501579779
20036,3862710090,8/26/2014,417000,3,2.5,1570,4926,2,0,0,3,8,1570,0,2014,0,98065,47.5342,-121.842,1800,3202,1.2,0,10.19279263,0.418648795
20037,8648900110,5/5/2014,555000,3,2.5,1940,3211,2,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,1.2,0,0.424416983,0.240961112
20038,8648900110,8/26/2014,555000,3,2.5,1940,3211,2,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,1.2,0,0.424416983,0.240961112
20040,2768301477,4/25/2015,539000,3,2.25,1280,1187,2,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,1280,1681,1.333333333,1,0.392144381,0.109762323
20041,126039256,9/4/2014,434900,3,2,1520,5040,2,0,0,3,7,1520,0,1977,2006,98177,47.777,-122.362,1860,8710,1.5,0,1.48252489,0.329168429
20042,8562780110,12/2/2014,325000,2,2.25,1230,1078,2,0,0,3,7,1160,70,2008,0,98027,47.5324,-122.073,1240,817,0.888888889,1,1.576369425,0.415300639
20043,8032700110,4/9/2015,650000,3,2.5,1480,2159,3,0,0,3,8,1480,0,2007,0,98103,47.6533,-122.341,1480,1554,1.2,0,0.379658676,0.059037401
20044,5635100090,2/25/2015,379950,4,2.5,2612,5850,2,0,0,3,8,2612,0,2014,0,98030,47.3751,-122.189,2419,8984,1.6,0,8.739669685,0.503535928
20045,2597490300,11/19/2014,700000,3,2.5,2350,4975,2,0,0,3,8,2350,0,2012,0,98029,47.5418,-122.01,2350,3951,1.2,0,2.612427082,0.418648795
20046,9301300805,12/15/2014,675000,3,2.5,1300,1590,2,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,1.2,1,0.119934782,0.099557073
20047,3449000300,6/9/2014,379000,4,1.5,2020,7560,1,0,0,4,7,2020,0,1960,0,98059,47.502,-122.146,1410,8080,2.666666667,0,2.632312875,0.418648795
20048,8562770490,3/30/2015,571000,3,2.5,2140,2867,2,0,0,3,8,1960,180,2005,0,98027,47.5357,-122.073,2280,2836,1.2,1,1.350226909,0.415300639
20049,3052700464,10/24/2014,475000,3,2.25,1380,1621,2,0,0,3,8,1140,240,2007,0,98117,47.678,-122.375,1460,1403,1.333333333,1,1.028316847,0.145354869
20050,9276200569,5/9/2014,769900,4,3.5,2730,3047,2,0,0,3,8,2400,330,2006,0,98116,47.5797,-122.391,1980,4600,1.142857143,1,0.585741541,0.301863321
20051,7853280490,12/22/2014,633000,4,3.5,4220,5817,2,0,0,3,9,2910,1310,2006,0,98065,47.5392,-121.862,4290,6637,1.142857143,1,9.206496237,0.418648795
20052,2883200524,5/12/2014,635000,3,2.5,1570,1433,3,0,0,3,8,1570,0,2010,0,98103,47.6858,-122.336,1570,2652,1.2,0,0.08515539,0.100635466
20053,3630200300,7/25/2014,1240000,4,3.5,4670,6000,2,0,3,3,11,3820,850,2007,0,98027,47.5414,-121.994,4310,6000,1.142857143,1,3.274020048,0.418648795
20054,1383800015,1/8/2015,524000,3,2.25,1370,1007,3,0,0,3,8,1330,40,2009,0,98107,47.6682,-122.361,1570,1635,1.333333333,1,0.810349723,0.104566037
20055,1441000090,11/26/2014,485000,4,3.5,3273,5115,2,0,0,3,8,2671,602,2014,0,98055,47.4477,-122.204,2996,5100,1.142857143,1,3.669889217,0.444468731
20057,9528101214,10/24/2014,650000,3,3.5,1494,1262,3,0,0,3,8,1494,0,2011,0,98115,47.6826,-122.324,1494,1264,0.857142857,0,0.250478471,0.086109135
20058,2801910100,10/1/2014,754842,3,2.5,2930,5641,2,0,0,3,8,2930,0,2013,0,98052,47.71,-122.113,3300,5641,1.2,0,3.735126805,0.13224325
20059,1085623640,9/24/2014,428900,4,2.5,2598,5553,2,0,0,3,9,2598,0,2014,0,98092,47.3412,-122.178,2502,4900,1.6,0,6.872810275,0.503535928
20060,7299601460,6/23/2014,329900,3,2.5,2242,4995,2,0,0,3,8,2242,0,2011,0,98092,47.2595,-122.202,1798,4942,1.2,0,8.43080357,0.503535928
20061,1070000110,12/18/2014,1040000,4,2.5,2830,5932,2,0,0,3,9,2830,0,2014,0,98199,47.6479,-122.408,2840,5593,1.6,0,0.432916305,0.182258479
20062,7853360820,9/9/2014,544999,4,2.5,2710,6937,2,0,0,3,7,2710,0,2009,0,98065,47.5153,-121.871,2380,5866,1.6,0,9.262887224,0.431085171
20063,7436700090,5/29/2014,449950,4,2.75,2320,4344,2,0,0,3,8,2320,0,2012,0,98059,47.4862,-122.163,2310,3770,1.454545455,0,2.245550852,0.431348945
20064,3034200399,1/13/2015,635000,4,2.5,2720,7991,2,0,0,3,9,2720,0,2006,0,98133,47.7168,-122.331,1590,8611,1.6,0,2.225588794,0.168102057
20065,889000015,11/3/2014,599000,3,1.75,1650,1180,3,0,0,3,8,1650,0,2014,0,98105,47.6638,-122.319,1650,1960,1.714285714,0,0.651668547,0.04109476
20066,2767704252,11/3/2014,478000,3,3.25,1430,1348,2,0,0,3,8,1160,270,2008,0,98107,47.6743,-122.374,1160,1265,0.923076923,1,0.813529631,0.136698883
20067,2143700756,9/29/2014,388000,4,2.5,2090,5040,2,0,0,3,9,2090,0,2014,0,98055,47.4797,-122.23,1430,12000,1.6,0,1.524506143,0.423548179
20068,8946780110,8/4/2014,809950,4,3.5,3660,4903,2,0,0,3,9,2760,900,2014,0,98034,47.7184,-122.156,3630,4992,1.142857143,1,2.848201107,0.128667689
20069,6790830090,4/15/2015,1060000,4,3.5,4220,8417,3,0,0,3,10,4220,0,2012,0,98075,47.5869,-122.054,3730,8435,1.142857143,0,1.323745075,0.240961112
20070,2768100512,4/22/2015,659000,2,2.5,1450,1213,2,0,0,3,9,1110,340,2015,0,98107,47.6692,-122.372,1620,1456,0.8,1,0.590666635,0.122545832
20071,9477580110,6/26/2014,971971,4,3.75,3460,6738,2,0,0,3,11,3460,0,2013,0,98059,47.506,-122.145,3340,6120,1.066666667,0,2.666784794,0.418648795
20072,7625702437,1/15/2015,389000,3,2.5,1350,874,3,0,0,3,8,1270,80,2006,0,98136,47.5491,-122.387,1350,886,1.2,1,0.528547848,0.318606945
20073,5416510490,7/8/2014,355000,4,2.75,3000,5470,2,0,0,3,8,3000,0,2005,0,98038,47.3613,-122.038,2420,4891,1.454545455,0,13.50417314,0.437399093
20075,7237450110,7/1/2014,417838,4,2.5,2530,5048,2,0,0,3,8,2530,0,2014,0,98038,47.3559,-122.063,2530,4359,1.6,0,13.77853355,0.437399093
20076,250000090,7/14/2014,1750000,4,4.5,4650,7660,2,0,0,3,11,3640,1010,2008,0,98004,47.6349,-122.198,1710,8400,0.888888889,1,0.766931797,0.13224325
20077,2025049206,6/11/2014,399950,2,1,710,1131,2,0,0,4,7,710,0,1943,0,98102,47.6413,-122.329,1370,1173,2,0,0.029219611,0.055769609
20078,5631500941,7/15/2014,740000,4,2.5,3050,8000,2,0,0,3,9,3050,0,2007,0,98028,47.7465,-122.231,1910,8000,1.6,0,1.226964991,0.275708061
20079,8562780490,2/23/2015,335000,3,2.5,1150,683,2,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,755,1.2,0,1.590983442,0.415300639
20080,3262300485,4/21/2015,2250000,5,5.25,3410,8118,2,0,0,3,11,3410,0,2006,0,98039,47.6295,-122.236,3410,16236,0.952380952,0,0.282379603,0.123808478
20081,5693500846,4/20/2015,667000,3,1.75,1370,1921,3,0,0,3,8,1370,0,2007,0,98103,47.6595,-122.351,1370,4000,1.714285714,0,0.639426231,0.077399493
20082,925059313,3/12/2015,920000,4,2.5,3540,7009,2,0,0,3,9,3540,0,2007,0,98033,47.6749,-122.176,2150,10290,1.6,0,1.399049366,0.13224325
20083,2461900492,5/11/2014,368000,3,2.5,1370,1350,2,0,0,3,7,1010,360,2007,0,98136,47.5534,-122.382,1450,6000,1.2,1,0.788304198,0.30150547
20084,6817750110,7/10/2014,307000,4,2.5,1714,3080,2,0,0,3,8,1714,0,2009,0,98055,47.429,-122.188,1714,3250,1.6,0,5.072427946,0.444468731
20085,3574770100,1/16/2015,550000,4,2.75,3650,4534,2,0,0,3,7,2940,710,2014,0,98028,47.7397,-122.224,2400,7682,1.454545455,1,1.714438392,0.275708061
